[0,244,243]
[0,244,245]
[0,244,246]
[0,244,247]
[1,244,243]
[1,244,245]
[1,244,246]
[1,244,247]
[2,244,243]
[2,244,245]
[2,244,246]
[2,244,247]
[3,244,243]
[3,244,245]
[3,244,246]
[3,244,247]
[4,244,243]
[4,244,245]
[4,244,246]
[4,244,247]
[5,244,243]
[5,244,245]
[5,244,246]
[5,247,243]
[5,247,245]
[5,247,246]
[6,244,243]
[6,244,246]
[6,247,243]
[6,247,246]
[6,245,243]
[6,245,246]
[7,247,243]
[7,247,244]
[7,247,245]
[7,247,246]
[8,244,243]
[8,244,245]
[8,244,246]
[8,247,243]
[8,247,245]
[8,247,246]
[9,244,243]
[9,244,245]
[9,244,246]
[9,247,243]
[9,247,245]
[9,247,246]
[10,244,243]
[10,244,245]
[10,244,246]
[10,247,243]
[10,247,245]
[10,247,246]
[11,244,243]
[11,244,245]
[11,244,246]
[11,247,243]
[11,247,245]
[11,247,246]
[12,244,243]
[12,244,245]
[12,244,246]
[12,247,243]
[12,247,245]
[12,247,246]
[13,244,243]
[13,244,245]
[13,244,246]
[13,247,243]
[13,247,245]
[13,247,246]
[14,244,243]
[14,244,245]
[14,244,246]
[14,247,243]
[14,247,245]
[14,247,246]
[15,244,243]
[15,244,245]
[15,244,246]
[15,244,247]
[16,243,244]
[16,243,245]
[16,243,246]
[16,243,247]
[17,243,244]
[17,243,245]
[17,243,246]
[17,243,247]
[18,246,243]
[18,246,244]
[18,246,245]
[18,246,247]
[19,247,243]
[19,247,244]
[19,247,245]
[19,247,246]
[20,244,243]
[20,244,245]
[20,244,246]
[20,244,247]
[21,244,243]
[21,244,245]
[21,244,246]
[21,244,247]
[22,246,243]
[22,246,244]
[22,246,245]
[22,246,247]
[23,244,243]
[23,244,245]
[23,244,246]
[23,247,243]
[23,247,245]
[23,247,246]
[24,243,244]
[24,243,245]
[24,243,247]
[24,246,244]
[24,246,245]
[24,246,247]
[25,244,243]
[25,244,245]
[25,244,246]
[25,247,243]
[25,247,245]
[25,247,246]
[26,244,243]
[26,244,245]
[26,244,246]
[26,247,243]
[26,247,245]
[26,247,246]
[27,244,243]
[27,244,245]
[27,244,246]
[27,247,243]
[27,247,245]
[27,247,246]
[28,243,244]
[28,243,245]
[28,243,247]
[28,246,244]
[28,246,245]
[28,246,247]
[29,244,243]
[29,244,245]
[29,244,246]
[29,247,243]
[29,247,245]
[29,247,246]
[30,244,243]
[30,244,245]
[30,244,246]
[30,247,243]
[30,247,245]
[30,247,246]
[31,244,243]
[31,244,245]
[31,244,246]
[31,247,243]
[31,247,245]
[31,247,246]
[32,247,243]
[32,247,244]
[32,247,246]
[32,245,243]
[32,245,244]
[32,245,246]
[33,243,244]
[33,243,245]
[33,243,247]
[33,246,244]
[33,246,245]
[33,246,247]
[34,244,243]
[34,244,245]
[34,244,246]
[34,247,243]
[34,247,245]
[34,247,246]
[35,244,243]
[35,244,245]
[35,244,246]
[35,247,243]
[35,247,245]
[35,247,246]
[36,243,244]
[36,243,245]
[36,243,247]
[36,246,244]
[36,246,245]
[36,246,247]
[37,244,243]
[37,244,245]
[37,244,246]
[37,247,243]
[37,247,245]
[37,247,246]
[38,243,244]
[38,243,245]
[38,243,247]
[38,246,244]
[38,246,245]
[38,246,247]
[39,244,243]
[39,244,245]
[39,244,246]
[39,247,243]
[39,247,245]
[39,247,246]
[40,244,243]
[40,244,245]
[40,244,246]
[40,247,243]
[40,247,245]
[40,247,246]
[41,244,243]
[41,244,245]
[41,244,246]
[41,247,243]
[41,247,245]
[41,247,246]
[42,244,243]
[42,244,245]
[42,244,246]
[42,247,243]
[42,247,245]
[42,247,246]
[43,244,243]
[43,244,245]
[43,244,246]
[43,247,243]
[43,247,245]
[43,247,246]
[44,244,243]
[44,244,245]
[44,244,246]
[44,247,243]
[44,247,245]
[44,247,246]
[45,244,243]
[45,244,245]
[45,244,246]
[45,247,243]
[45,247,245]
[45,247,246]
[46,244,243]
[46,244,245]
[46,244,246]
[46,247,243]
[46,247,245]
[46,247,246]
[47,244,243]
[47,244,245]
[47,244,246]
[47,247,243]
[47,247,245]
[47,247,246]
[48,243,245]
[48,243,246]
[48,244,245]
[48,244,246]
[48,247,245]
[48,247,246]
[49,244,243]
[49,244,245]
[49,244,246]
[49,247,243]
[49,247,245]
[49,247,246]
[50,243,244]
[50,243,245]
[50,243,246]
[50,243,247]
[51,243,244]
[51,243,245]
[51,243,246]
[51,243,247]
[52,243,244]
[52,243,245]
[52,243,246]
[52,243,247]
[53,243,244]
[53,243,245]
[53,243,246]
[53,243,247]
[54,246,243]
[54,246,244]
[54,246,245]
[54,246,247]
[55,244,243]
[55,244,245]
[55,244,246]
[55,244,247]
[56,244,243]
[56,244,245]
[56,244,246]
[56,244,247]
[57,244,243]
[57,244,245]
[57,244,246]
[57,244,247]
[58,244,243]
[58,244,245]
[58,244,246]
[58,244,247]
[59,243,244]
[59,243,245]
[59,243,247]
